Book Name,Author Name,Rating,Total Ratings,Book Type,Price,Book Link,Author Link
The Devil’s Kiss: An Arranged Marriage Mafia Romance (The Devils Series),M.V. Kasi,4.5 out of 5 stars,850,Kindle Edition,199.0,https://www.amazon.in/Devils-Kiss-Passionate-Mafia-Romance-ebook/dp/B082MRKK49/ref=zg_bs_g_1318161031_d_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/M-V-Kasi/e/B01DQ4GQ4U/ref=zg_bs_g_1318161031_d_sccl_3_bl/000-0000000-0000000
400 Days,Chetan Bhagat,4.4 out of 5 stars,"11,298",Paperback,209.0,https://www.amazon.in/Chetan-bhagat-400-days-Bhagat/dp/9356291144/ref=zg_bs_g_1318161031_d_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Chetan-Bhagat/e/B001IQWOKY/ref=zg_bs_g_1318161031_d_sccl_4_bl/000-0000000-0000000
The Sacrifice: A Dark Revenge Romance,Shantel  Tessier,4.5 out of 5 stars,"20,352",Kindle Edition,412.0,https://www.amazon.in/Sacrifice-Dark-Revenge-Romance-ebook/dp/B0BNFRLH91/ref=zg_bs_g_1318161031_d_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Shantel-Tessier/e/B00E3IL41Y/ref=zg_bs_g_1318161031_d_sccl_5_bl/000-0000000-0000000
Silent Vows: A Mafia Arranged Marriage Romance (The Byrne Brothers Book 1),Jill Ramsower,4.3 out of 5 stars,"16,407",Kindle Edition,149.0,https://www.amazon.in/Silent-Vows-Arranged-Marriage-Brothers-ebook/dp/B0B699F5HR/ref=zg_bs_g_1318161031_d_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Jill-Ramsower/e/B07DZGSG14/ref=zg_bs_g_1318161031_d_sccl_6_bl/000-0000000-0000000
A Good Girl's Guide to Murder (Box Set of 3 Books),Holly Jackson,4.6 out of 5 stars,"1,640",Paperback,979.0,https://www.amazon.in/Good-Girls-Guide-Murder-Books/dp/0008534969/ref=zg_bs_g_1318161031_d_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Holly-Jackson/e/B07QKBC6JZ/ref=zg_bs_g_1318161031_d_sccl_7_bl/000-0000000-0000000
The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,4.7 out of 5 stars,637,Hardcover,295.0,https://www.amazon.in/Picture-Dorian-Gray-Deluxe-Hardbound/dp/9354402178/ref=zg_bs_g_1318161031_d_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Oscar-Wilde/e/B000AQ0DXI/ref=zg_bs_g_1318161031_d_sccl_8_bl/000-0000000-0000000
"When She Loves: A Dark Mafia, Arranged Marriage Romance (The Fallen Book 4)",Gabrielle Sands,4.4 out of 5 stars,"6,514",Kindle Edition,449.0,https://www.amazon.in/When-She-Loves-Arranged-Marriage-ebook/dp/B0C9YN7NXX/ref=zg_bs_g_1318161031_d_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Gabrielle-Sands/e/B08TTRT6GS/ref=zg_bs_g_1318161031_d_sccl_9_bl/000-0000000-0000000
Yellow Face: The instant #1 Sunday Times bestseller and Reese Witherspoon Book Club pick from author R.F. Kuang,Rebecca F Kuang,4.0 out of 5 stars,"29,757",Paperback,420.0,https://www.amazon.in/Yellow-Face-instant-bestseller-Witherspoon/dp/0008657750/ref=zg_bs_g_1318161031_d_sccl_10/000-0000000-0000000?psc=1,NA
Scorned Vows: An Arranged Marriage Romance (Scorned Fate),Victoria  Paige,4.3 out of 5 stars,"2,081",Kindle Edition,415.0,https://www.amazon.in/Scorned-Vows-Arranged-Marriage-Romance-ebook/dp/B0CJYNSRMP/ref=zg_bs_g_1318161031_d_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Victoria-Paige/e/B00CD9O56G/ref=zg_bs_g_1318161031_d_sccl_11_bl/000-0000000-0000000
The Girl In Room 105,Chetan Bhagat,4.2 out of 5 stars,"30,398",Paperback,173.0,https://www.amazon.in/Girl-Room-105-Chetan-Bhagat/dp/9356290962/ref=zg_bs_g_1318161031_d_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Chetan-Bhagat/e/B001IQWOKY/ref=zg_bs_g_1318161031_d_sccl_12_bl/000-0000000-0000000
The Sweetest Oblivion (Made Book 1),Danielle Lori,4.3 out of 5 stars,"43,497",Kindle Edition,292.0,https://www.amazon.in/Sweetest-Oblivion-Made-Book-ebook/dp/B07DS4TZ93/ref=zg_bs_g_1318161031_d_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Danielle-Lori/e/B01IL4BO7Y/ref=zg_bs_g_1318161031_d_sccl_13_bl/000-0000000-0000000
"The Hidden Hindu Book 3 ""द हिडन हिंदू-3"" - अक्षत गुप्ता 3rd Book of Hidden Hindu Triology (Hindi Version) - Akshat Gupta",Akshat Gupta,4.6 out of 5 stars,366,Paperback,183.0,https://www.amazon.in/Hidden-Hindu-Book-%E0%A4%B9%E0%A4%BF%E0%A4%A1%E0%A4%A8-%E0%A4%B9%E0%A4%BF%E0%A4%82%E0%A4%A6%E0%A5%82-3/dp/9355216149/ref=zg_bs_g_1318161031_d_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Akshat-Gupta/e/B08KY7Y2YC/ref=zg_bs_g_1318161031_d_sccl_14_bl/000-0000000-0000000
Dubai Gang by Surendra Mohan Pathak,Surendra Mohan Pathak,4.7 out of 5 stars,8,Unknown Binding,213.0,https://www.amazon.in/Dubai-Gang-Surendra-Mohan-Pathak/dp/939282954X/ref=zg_bs_g_1318161031_d_sccl_15/000-0000000-0000000?psc=1,NA
The Adventures of Sherlock Holmes (AmazonClassics Edition),Arthur Conan Doyle,4.5 out of 5 stars,"1,735",Kindle Edition,129.1,https://www.amazon.in/Adventures-Sherlock-Holmes-AmazonClassics-ebook/dp/B07NTTQVM3/ref=zg_bs_g_1318161031_d_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Arthur-Conan-Doyle/e/B000AQ43GQ/ref=zg_bs_g_1318161031_d_sccl_16_bl/000-0000000-0000000
The Maddest Obsession (Made Book 2),Danielle Lori,4.5 out of 5 stars,"26,942",Kindle Edition,275.0,https://www.amazon.in/Maddest-Obsession-Made-Book-ebook/dp/B07QQLW215/ref=zg_bs_g_1318161031_d_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Danielle-Lori/e/B01IL4BO7Y/ref=zg_bs_g_1318161031_d_sccl_17_bl/000-0000000-0000000
Crime And Punishment,Fyodor Dostoyevsky,4.5 out of 5 stars,"13,912",Paperback,349.0,https://www.amazon.in/Crime-Punishment-Fyodor-Dostoyevsky/dp/9386538059/ref=zg_bs_g_1318161031_d_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Fyodor-Dostoyevsky/e/B000APYSC6/ref=zg_bs_g_1318161031_d_sccl_18_bl/000-0000000-0000000
The Reaper: An Enemies to Lovers Dark Romance (Dark Verse Book 2),RuNyx,4.7 out of 5 stars,"10,445",Kindle Edition,198.0,https://www.amazon.in/Reaper-Dark-Verse-Book-ebook/dp/B08CSXT48G/ref=zg_bs_g_1318161031_d_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/RuNyx/e/B082SF3PV7/ref=zg_bs_g_1318161031_d_sccl_19_bl/000-0000000-0000000
Once You're Mine: A Dark Stalker Romance (Possessing Her Book 1),Morgan Bridges,4.1 out of 5 stars,"10,252",Kindle Edition,415.0,https://www.amazon.in/Once-Youre-Mine-Stalker-Possessing-ebook/dp/B0CJ27RP34/ref=zg_bs_g_1318161031_d_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Morgan-Bridges/e/B08W7XP2WT/ref=zg_bs_g_1318161031_d_sccl_20_bl/000-0000000-0000000
